S/N,APPLICANT NAME,CERTIFICATE HOLDER,EQUIPMENT NAME,MODELS,MANUFACTURER
1782,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?D780,SAMSUNG ELECTRONICS CO. LTD
1783,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?D900,SAMSUNG ELECTRONICS CO. LTD
1784,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?D900I,SAMSUNG ELECTRONICS CO. LTD
1785,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?D980,SAMSUNG ELECTRONICS CO. LTD
1786,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?D986,SAMSUNG ELECTRONICS CO. LTD
1787,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?E200,SAMSUNG ELECTRONICS CO. LTD
1788,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?E250,SAMSUNG ELECTRONICS CO. LTD
1789,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?E490,SAMSUNG ELECTRONICS CO. LTD
1790,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?E740,SAMSUNG ELECTRONICS CO. LTD
1791,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?I900,SAMSUNG ELECTRONICS CO. LTD
1792,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?L700,SAMSUNG ELECTRONICS CO. LTD
1793,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?M300,SAMSUNG ELECTRONICS CO. LTD
1794,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?M3510,SAMSUNG ELECTRONICS CO. LTD
1795,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?M600,SAMSUNG ELECTRONICS CO. LTD
1796,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?M620,SAMSUNG ELECTRONICS CO. LTD
1797,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?N100,SAMSUNG ELECTRONICS CO. LTD
1798,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?N400,SAMSUNG ELECTRONICS CO. LTD
1799,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?N720,SAMSUNG ELECTRONICS CO. LTD
1800,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?P960,SAMSUNG ELECTRONICS CO. LTD
1801,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?R210,SAMSUNG ELECTRONICS CO. LTD
1802,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?R220,SAMSUNG ELECTRONICS CO. LTD
1803,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?U600,SAMSUNG ELECTRONICS CO. LTD
1804,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?X150,SAMSUNG ELECTRONICS CO. LTD
1805,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?X160,SAMSUNG ELECTRONICS CO. LTD
1806,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?X210,SAMSUNG ELECTRONICS CO. LTD
1807,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?X510,SAMSUNG ELECTRONICS CO. LTD
1808,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?X660,SAMSUNG ELECTRONICS CO. LTD
1809,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SGH?X820,SAMSUNG ELECTRONICS CO. LTD
1810,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SHG?B100,SAMSUNG ELECTRONICS CO. LTD
1811,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SHG?B200,SAMSUNG ELECTRONICS CO. LTD
1812,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SHG?B500,SAMSUNG ELECTRONICS CO. LTD
1813,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SHG?D880,SAMSUNG ELECTRONICS CO. LTD
1814,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SHG?I450,SAMSUNG ELECTRONICS CO. LTD
1815,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SHG?J700,SAMSUNG ELECTRONICS CO. LTD
1816,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,SHG?U900,SAMSUNG ELECTRONICS CO. LTD
1817,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG  GALAXY A10S,SM-A107F,SAMSUNG ELECTRONICS CO. LTD
1818,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG  GALAXY A20S,SM-A207,SAMSUNG ELECTRONICS CO. LTD
1819,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG  GALAXY A30S,SM-A307F,SAMSUNG ELECTRONICS CO. LTD
1820,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG MOBILE PHONE,"SM-A310F,SM-A510F,SM-A710F,SM-J105,SM-J120,SM-J320",SAMSUNG ELECTRONICS CO. LTD
1821,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,MOBILE PHONES,"SM-A605F/DS, SM-J600F/DS, SM-J720F/DS, SM-J400F/DS",SAMSUNG ELECTRONICS CO. LTD.
1822,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY MOBILE PHONE(S),"SM-A750F(A7), SM-J610F(J6 ), SM-J415F(J4 ), SM-410F(J4 CORE)",SAMSUNG ELECTRONICS CO. LTD.
1823,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY MOBILE PHONE(S),SM-A920F,SAMSUNG ELECTRONICS CO. LTD.
1824,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,GSM MOBILE PHONE,SM-C101,"SAMSUNG ELECTRONICS CO.,LTD"
1825,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY FOLD,SM-F900F,SAMSUNG ELECTRONICS WEST AFRICA.
1826,Samsung Electronics West Africa Limited,Samsung Electronics West Africa Limited,Galaxy Ace 4 LITE,SM-G313H,Samsung Electronics Co. Ltd
1827,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,GALAXY CORE 2,SM-G3355H,SAMSUNG ELECTRONICS CO. LTD
1828,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,GSM MOBILE PHONE,SM-G7102,"SAMSUNG ELECTRONICS CO.,LTD"
1829,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG MOBILE PHONES,"SM-G800H, GT-S6790",SAMSUNG ELECTRONICS CO. LTD
1830,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG MOBILE PHONES,"SM-G850F, SM-G130H",SAMSUNG ELECTRONICS CO. LTD
1831,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY MOBILE PHONE(S),"SM-G960F, SM-G965F",SAMSUNG ELECTRONICS CO. LTD.
1832,Samsung Electronics West Africa Limited,Samsung Electronics West Africa Limited,Samsung Galaxy GSM Mobile Phone,SM-J200H(J2),Samsung Electronics Co. Ltd
1833,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG MOBILE PHONE,"SM-J700F(LTE), SM-J500F(LTE), SM-J111F(LTE),SM-G570F, SM-G610F",SAMSUNG ELECTRONICS CO. LTD
1834,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG MOBILE PHONE,"SMJ710F/DS (J7 2016), SM-J510H/DS (J5 2016), SM-Z200Y (Z2)",SAMSUNG ELECTRONICS CO. LTD
1835,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 3 NEO,SM-N750,"SAMSUNG ELECTRONICS CO.,LTD"
1836,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 3 NEO DOUS,SM-N7502,SAMSUNG ELECTRONICS CO. LTD
1837,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 3,SM-N900,"SAMSUNG ELECTRONICS CO.,LTD"
1838,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 5,SM-N90CD,SAMSUNG ELECTRONICS CO. LTD
1839,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 5 GSM MOBILE PHONE,SM-N920C,SAMSUNG ELECTRONICS CO. LTD
1840,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY MOBILE PHONE(S),SM-N950F/DS (NOTE 8 DUOS),SAMSUNG ELECTRONICS CO. LTD.
1841,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 9,SM-N960F,SAMSUNG ELECTRONICS CO. LTD.
1842,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 10,SM-N970F,SAMSUNG ELECTRONICS CO. LTD
1843,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY NOTE 10,SM-N975,SAMSUNG ELECTRONICS CO. LTD
1844,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG GALAXY TAB 3 7.0,SMT-211,"SAMSUNG ELECTRONICS CO.,LTD"
1845,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG ELECTRONICS WEST AFRICA LIMITED,SAMSUNG,T100,SAMSUNG ELECTRONICS CO. LTD
1846,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG  NOTE 20 ( SM-N980F/DS),SAMSUNG ELECTRONICS
1847,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG  NOTE 20 ULTRA( SM-N985F/DS),SAMSUNG ELECTRONICS
1848,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG  Z FOLD 2 ( SM-916B),SAMSUNG ELECTRONICS
1849,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG A3 CORE( SM-A013F),SAMSUNG ELECTRONICS
1850,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG GALAXY A03S(SM-A037F),SAMSUNG ELECTRONICS WEST AFRICA LIMITED.
1851,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG GALAXY A22 (SM-A225F),SAMSUNG ELECTRONICS
1852,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG GALAXY S21 FE (SM-G990B),SAMSUNG ELECTRONICS
1853,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG GALAXY ZFLIP3(SM-F711B),SAMSUNG ELECTRONICS WEST AFRICA LIMITED.
1854,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,MOBILE PHONE,SAMSUNG GALAXY ZFOLD3 (SM-F926B),SAMSUNG ELECTRONICS WEST AFRICA LIMITED.
1855,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG GALAXY A02S,SM-025F,SAMSUNG ELECTRONICS
1856,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG GALAXY A12,SM-A125F,SAMSUNG ELECTRONICS
1857,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG A21S,SM-A217F(SAMSUNG A21S),SAMSUNG ELECTRONICS
1858,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG A31,SM-A315F(SAMSUNG A31),SAMSUNG ELECTRONICS
1859,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG GALAXY S20FE,SM-G780F,SAMSUNG ELECTRONICS
1860,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,"GALAXY S21 ULTRA, S21 PLUS, S21, A72, A52, A32,A02","SM-G998B, SM-G996B, SM-G991B, SM-A725F, SM-A525F, SM-A325F, SM-A022F",SAMSUNG ELECTRONICS WEST AFRICA LIMITED.
1861,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG ELECTRONICS WEST AFRICA LIMITED.,SAMSUNG M11,SM-M115F(SAMSUNG M11),SAMSUNG ELECTRONICS
1862,Saneki International Limited,Saneki International Limited,Reliance CDMA Handset,Classic 762,Realiance
1863,SAWTEL TECHNOLOGIES LIMITED,SAWTEL TECHNOLOGIES LIMITED,GSM MOBILE PHONE,"B100, B15Q, S50",CATERPILLAR INC.
1864,SAWTEL TECHNOLOGIES LIMITED,QUANTUM NANO,MOBILE PHONE,NANO PHONE I,QUANTUM NANO
1865,SAWTEL TECHNOLOGIES LIMITED,SAWTEL TECHNOLOGIES LIMITED,CAT DUAL SIM SMARTPHONE & CAT DUAL SIM FEATURE PHONE,S40 & B30,COMPAL ELECTRONICS INC
1866,SENDO,SENDO,SENDO MOBILE PHONE,D 800,SENDO
1867,SENDO,SENDO,SENDO MOBILE PHONE,S 200,SENDO
1868,SHX Electronics,SHX Electronics,Maxfone  Mobile Phone,MAX3X | V12 | M28 | V6 |M18 |,Shenzhen Oale Smart Ind. Co. Ltd
1869,SHX Electronics,SHX Electronics,Oale(XS!) Mobile Phone,XSI,Shenzhen Oale Smart Ind. Co. Ltd
1870,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,A35,SIEMENS
1871,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,C25,SIEMENS
1872,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,C30,SIEMENS
1873,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,C35 i,SIEMENS
1874,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,M 30,SIEMENS
1875,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,M 35 i,SIEMENS
1876,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,MC 60,SIEMENS
1877,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,S 35 i,SIEMENS
1878,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,S 40,SIEMENS
1879,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,SL 45,SIEMENS
1880,SIEMENS,SIEMENS,SIEMENS MOBILE PHONES,Xlibri,SIEMENS
1881,Siemens(Nigeria) Limited,Siemens(Nigeria) Limited,EWSD/MSC; MSC Software; BTS; Transmission Equipment Optical Fiber Equipment,"EWSD Version 19, SR9, SR10 SR11, BS82, BS42/47, BS-240 Series, SRT R/P Series,  SURPAS hiT 7070, SURPASS hiT 7050, SURPASS hIt 75XX Series",Siemens AG
1882,SMILE COMMUNICATIONS NIGERIA LIMITED,SMILE COMMUNICATIONS NIGERIA LIMITED.,VOLTE SMARTPHONE,SM A955Z,"EBOT DIGITAL TECHNOLOGY CO., LIMITED"
1883,SMILE COMMUNICATIONS NIGERIA LIMITED,SMILE COMMUNICATIONS NIGERIA LIMITED.,SMILE VOLTE FEATURE PHONE,T007,BASICOM GROUP LIMITED
1884,SOLO PHONE NIGERIA LIMITED,SOLO PHONE NIGERIA LIMITED,SOLO SMARTPHONE,ASPIRE 1C,HUIZHOULINGYUN TECHNOLOGY CO. LTD
1885,SOLO PHONE NIGERIA LIMITED,SOLO PHONE NIGERIA LIMITED,SOLO SMARTPHONE,ASPIRE 3,HUIZHOULINGYUN TECHNOLOGY CO. LTD
1886,SOLO PHONE NIGERIA LIMITED,SOLO PHONE NIGERIA LIMITED,SOLO (YOLO) GSM MOBILE PHONE,S350,BYD PRECISION MANUFACTURE COMPANY LTD
1887,SOLO PHONE NIGERIA LIMITED,SOLO PHONE NIGERIA LIMITED,SOLO S355 SMART-PHONE,S355,HUIZHOULINGYUN TECHNOLOGY CO. LTD
1888,SOLO PHONE NIGERIA LIMITED,SOLO PHONE NIGERIA LIMITED,SOLO GSM MOBILE PHONE,S400,HUIZHOULINGYUN TECHNOLOGY CO. LTD.
1889,SOLO PHONE NIGERIA LIMITED,SOLO PHONE NIGERIA LIMITED,GSM PHONES,S450,BYD PRECISION MANUFACTURE COMPANY LTD
1890,Solo Phone Nigeria Limited,Solo Phone Nigeria Limited,Mobile Phone,S500 & S410,"Viroyal Tech & Elect.(Shanghai) Co., Ltd China"
1891,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,J 100I,SONY ERICSSON
1892,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,J 210I,SONY ERICSSON
1893,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,J 220I,SONY ERICSSON
1894,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,J 230I,SONY ERICSSON
1895,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,J 300I,SONY ERICSSON
1896,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 300I,SONY ERICSSON
1897,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 310I,SONY ERICSSON
1898,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 320I,SONY ERICSSON
1899,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 500I,SONY ERICSSON
1900,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 510I,SONY ERICSSON
1901,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 600I,SONY ERICSSON
1902,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 610I,SONY ERICSSON
1903,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 700I,SONY ERICSSON
1904,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 750I,SONY ERICSSON
1905,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 790I,SONY ERICSSON
1906,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K 880I,SONY ERICSSON
1907,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,K550I,SONY ERICSSON
1908,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,M 600I,SONY ERICSSON
1909,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,P 900,SONY ERICSSON
1910,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,P 900I,SONY ERICSSON
1911,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,R 600,SONY ERICSSON
1912,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,S 700I,SONY ERICSSON
1913,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 100,SONY ERICSSON
1914,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 105,SONY ERICSSON
1915,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 200,SONY ERICSSON
1916,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 230,SONY ERICSSON
1917,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 290I,SONY ERICSSON
1918,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 300,SONY ERICSSON
1919,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 600,SONY ERICSSON
1920,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 610,SONY ERICSSON
1921,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 630,SONY ERICSSON
1922,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,T 68 I,SONY ERICSSON
1923,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 300I,SONY ERICSSON
1924,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 550I,SONY ERICSSON
1925,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 700I,SONY ERICSSON
1926,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 710I,SONY ERICSSON
1927,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 800I,SONY ERICSSON
1928,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 810I,SONY ERICSSON
1929,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 850I,SONY ERICSSON
1930,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 880I,SONY ERICSSON
1931,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 950I,SONY ERICSSON
1932,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W 990I,SONY ERICSSON
1933,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W200I,SONY ERICSSON
1934,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,W880I,SONY ERICSSON
1935,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z 200,SONY ERICSSON
1936,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z 300I,SONY ERICSSON
1937,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z 520I,SONY ERICSSON
1938,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z 530I,SONY ERICSSON
1939,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z 550I,SONY ERICSSON
1940,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z 710I,SONY ERICSSON
1941,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z310I,SONY ERICSSON
1942,SONY ERICSSON,SONY ERICSSON,SONY ERICSSON,Z610I,SONY ERICSSON
1943,SOUTEC,SOUTEC,SOUTEC,S 268,SOUTEC
1944,SOUTEC,SOUTEC,SOUTEC,S 638,SOUTEC
1945,SOUTEC,SOUTEC,SOUTEC,S 690,SOUTEC
1946,SOUTEC,SOUTEC,SOUTEC,S 690,SOUTEC
1947,SOUTEC,SOUTEC,SOUTEC,S 691,SOUTEC
1948,SPEED COM DISTRIBUTION,SPEED COM DISTRIBUTION,GRETEL GSM MOBILE PHONE,A80,DONGGUAN YISHENG COMMUNICATIONS TECHNOLOGY CO. LTD
1949,SPEED COM DISTRIBUTION,SPEED COM DISTRIBUTION,GRETEL GSM MOBILE PHONE,G7,DONGGUAN YISHENG COMMUNICATIONS TECHNOLOGY CO. LTD
1950,STAR GALACTICO SERVICES LTD,STAR GALACTICO SERVICES LTD,HTC MOBILE PHONES,"HTC 10, HTC ONE X9, HTC DESIRE 828, HTC DESIRE 728, HTC DESIRE 620",HTC CORPORATION TAIWAN
1951,STAR GALACTICO SERVICES LTD,STAR GALACTICO SERVICES LTD,HTC GSM MOBILE PHONES,"HTC ONE A9, HTC ONE E9, HTC ONE M9, HTC DESIRE 820, HTC DESIRE 626, HTC DESIRE 526",HTC CORPORATION TAIWAN
1952,SUNRAY WEST AFRICA SERVICES LIMITED,SUNRAY WEST AFRICA SERVICES LIMITED,LG MOBILE PHONE,"LG STYLUS 3, LG X POWER, LG K10, LG K4 2017, LG K8 2017, LG G420, LG B220",LG ELECTRONICS
