S/N,APPLICANT NAME,CERTIFICATE HOLDER,EQUIPMENT NAME,MODELS,MANUFACTURER
1752,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco Aggregation Service Router,ASR 9010,Cisco Systems Inc.
1753,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco Integrated Service Router,ISR 4451-X,Cisco Systems Inc.
1754,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Aggregation Service Router,A9KV-V2-AC,Cisco Inc
1755,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco ASR9901 Router,ASR9901,Cisco Inc
1756,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco Aggregation Service Router,ASR9903,Cisco Inc
1757,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco Aggregation Service Router,ASR9910,Cisco Inc
1758,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco C9200 Switches,C9200-24P |C9200-24T |C9200-48P | C9200-48T,Cisco Inc
1759,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Integrated Service Router,"Cisco 1905, Cisco 1921",Cisco Inc
1760,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Integrated Services Router,Cisco 1941,Cisco Inc
1761,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Integrated Service Router,"Cisco 2901, Cisco 2921, Cisco 2951",Cisco Inc
1762,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Integrated Service Router,"Cisco 3925, Cisco 3925",Cisco Inc
1763,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Integrated Service Router,"Cisco 4321, Cisco 4331, Cisco 4351",Cisco Inc
1764,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Integrated Service Router,"Cisco 9001, Cisco 9006",Cisco Inc
1765,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Integrated Service Router,"Cisco 9904, Cisco 1004",Cisco Inc
1766,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco Meraki MX67W-HW Security Appliance,MX67W-HW,Cisco Inc
1767,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco Meraki MX68CW-HW-WW Security Appliance,MX68CW-HW-WW,Cisco Inc
1768,Cisco Systems Inc. Nigeria,Cisco Systems Inc. Nigeria,Cisco Meraki Security Appliance,MX84-HW,Cisco Inc
1769,CISCO SYSTEMS NIGERIA LIMITED,CISCO SYSTEMS (NIGERIA) LIMITED,CISCO SECURITY APPLIANCE,FPR-C9300,CISCO
1770,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 1832 Access Point,AIR-AP1832I-E-K9,Cisco Inc
1771,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 1852 Access Point,AIR-AP1852E-E-K9,Cisco Inc
1772,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 1852 Access Point,AIR-AP1852I-E-K9,Cisco Inc
1773,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 2802 Access Point,AIR-AP2802E-E-K9,Cisco Inc
1774,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 2802 Access Point,AIR-AP2802I-E-K9,Cisco Inc
1775,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 3802 Access Point,AIR-AP3802E-E-K9,Cisco Inc
1776,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 3802 Access Point,AIR-AP3802I-E-K9,Cisco Inc
1777,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 2702 Access Point,AIR-CAP2702E-E-K9,Cisco Inc
1778,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 3702E Access Point Series,"AIR-CAP3702E-E-K9, AIR-CAP3702E-H-K9, AIR-CAP3702E-S-K9",Cisco Inc
1779,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 3702I Access Point,"AIR-CAP3702I-E-K9, AIR-CAP3702I-H-K9, AIR-CAP3702I-S-K9",Cisco Inc
1780,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Aironet 3702P Access Point Series,"AIR-CAP3702P-E-K9, AIR-CAP3702P-H-K9, AIR-CAP3702P-S-K9",Cisco Inc
1781,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Adaptive Security Appliance,ASA 5545-X,Cisco Inc
1782,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Switch,"UCS 6120 XP Switch( N10-S6100) , N5K- C5548P",Cisco Inc
1783,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco Server,UCS C220 M3 ( SNS-3415-K9),Cisco Inc
1784,CISCO Systems Nigeria Limited,Cisco Systems (Nigeria) Limited,Cisco UCS Server Chassis,UCSB-5108,Cisco Inc
1785,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Antennas (with accessories),AIR-ANTxxxxxxxx,"Cisco Systems, Inc."
1786,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Power supplies for wireless (with accessories),AIR-PWRxxxxx,"Cisco Systems, Inc."
1787,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Linksys products (Router ï¿½ï¿½ï¿½,BEFSRxxxx,"Cisco Systems, Inc."
1788,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Wireless IP Phone (with accessories),CP-7921G-E-K9,"Cisco Systems, Inc."
1789,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Linksys products (Switch),"(SRxxxxxx, SDxxxxxx, SFxxxxxx, SVxxxxxx, EZXSxxx)","Cisco Systems, Inc."
1790,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco wireless products (Adapters),802.11a (5 GHz) Adapters AIR-CB20A-xxxxx,"Cisco Systems, Inc."
1791,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco wireless products (Adapters),802.11a/b/g (5GHz/2.4 GHz) (Adapters AIR-CB21AGxxxxxx),"Cisco Systems, Inc."
1792,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco wireless products,802.11a/b/g (5GHz/2.4 GHz) Adapters (AIR-PI21AG-xxxxxx),"Cisco Systems, Inc."
1793,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Power injectors for wireless (with accessories),AIR-PWRINJxxxx,"Cisco Systems, Inc."
1794,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,ASA5500 Adaptive Security appliances,"ASA5500 (5510, 5520, 5540, 5545 5550)","Cisco Systems, Inc."
1795,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Catalyst 2900 (with accessories),"Cisco Systems, Inc."
1796,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Catalyst 2950 (with accessories),"Cisco Systems, Inc."
1797,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst 2960 Series Switch,"Catalyst 2960 (WS-C2960-24-S, WS-C2960-24LC-S, WS-C2960-24LT-L, WS-C2960-24LT-L, WS-C2960-24PC-L, WS-C2960-24PC-L, WS-C2960-24PC-S, WS-C2960-24TC-L, WS-C2960-24TC-S, WS-C2960-24TT-L, WS-C2960-48PST-L, WS-C2960-48PST-S, WS-C2960-48TC-L, WS-C2960-48TC-S, WS-C2960-48TT-L, WS-C2960-48TT-S)","Cisco Systems, Inc."
1798,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Catalyst 3550 (with accessories),"Cisco Systems, Inc."
1799,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst 3560 Series Switch,"Catalyst 3560 (WS-C3560-8PC-S, WS-C3560-12PC-S, WS-C3560-24TS-S, WS-C3560-24TS-E, WS-C3560-48TS-S, WS-C3560-48TS-E, WS-C3560-24PS-S, WS-C3560-24PS-E, WS-C3560-48PS-S, WS-C3560-48PS-E)","Cisco Systems, Inc."
1800,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst 3750 Series Switches,"Catalyst 3750 (3750-24FS, 3750G-48PS, 3750G-48TS, 3750G-24PS, 3750G-24T, 3750G-24TS, 3750G-24TS-1U, 3750G-24WS)","Cisco Systems, Inc."
1801,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Catalyst 4500 (with accessories),"Cisco Systems, Inc."
1802,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Catalyst 4900 (with accessories),"Cisco Systems, Inc."
1803,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Catalyst Express 500 (with accessories),"Cisco Systems, Inc."
1804,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 12000 Series Routers (with accessories),"Cisco Systems, Inc."
1805,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 7200 Series Routers (with accessories),"Cisco Systems, Inc."
1806,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Other non-wireless Cisco products,Cisco ATA Series of Analog Telephone Adaptors (with accessories),"Cisco Systems, Inc."
1807,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Carrier Routing System-1Series Routers (with accessories),"Cisco Systems, Inc."
1808,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco SOHO Series Routers (with accessories),"Cisco Systems, Inc."
1809,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco uBR 7100 Series Routers (with accessories),"Cisco Systems, Inc."
1810,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 1700 Series Routers (with accessories),"Cisco Systems, Inc."
1811,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 1800 Series Routers (with accessories),"Cisco Systems, Inc."
1812,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 2600 Series Routers (with accessories),"Cisco Systems, Inc."
1813,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 2800 Series Routers (with accessories),"Cisco Systems, Inc."
1814,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 3700 Series Routers (with accessories),"Cisco Systems, Inc."
1815,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 3800 Series Routers (with accessories),"Cisco Systems, Inc."
1816,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 7600 Series Routers (with accessories),"Cisco Systems, Inc."
1817,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Other non-wireless Cisco products,Cisco 7900 Series IP Phones (with accessories),"Cisco Systems, Inc."
1818,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco 800 Series Routers (with accessories),"Cisco Systems, Inc."
1819,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Aironet 1000 Series (with accessories),"Cisco Systems, Inc."
1820,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Aironet 1130 AG Series (with accessories),"Cisco Systems, Inc."
1821,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Aironet 1230 AG Series (with accessories),"Cisco Systems, Inc."
1822,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Aironet 1240 AG Series (with accessories),"Cisco Systems, Inc."
1823,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco wireless products,Cisco Aironet 1252 AG Series (with accessories),"Cisco Systems, Inc."
1824,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Aironet 1300 Series (with accessories),"Cisco Systems, Inc."
1825,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Aironet 1500 Series (with accessories),"Cisco Systems, Inc."
1826,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco Aironet 350 Series (with accessories),"Cisco Systems, Inc."
1827,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst 6500 Series Switches,Cisco Catalyst 6503,"Cisco Systems, Inc."
1828,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst Switch,Cisco Catalyst 6504,"Cisco Systems, Inc."
1829,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst Switch,Cisco Catalyst 6506,"Cisco Systems, Inc."
1830,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst Switch,Cisco Catalyst 6509,"Cisco Systems, Inc."
1831,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Catalyst,Cisco Catalyst 6513,"Cisco Systems, Inc."
1832,Cisco Systems Nigeria Limited,Cyberspace Limited,Other non-wireless Cisco products,Cisco DPA 7600 Voice Mail Gateway (with accessories),"Cisco Systems, Inc."
1833,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,"Cisco ME 3400 (ME-3400-24TS-A, ME-3400-24TS-D, ME-3400G-12CS-A, ME-3400G-12CS-D, ME-3400G-2CS-A)","Cisco Systems, Inc."
1834,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco Routers,Cisco MGX 8800 (with accessories),"Cisco Systems, Inc."
1835,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Cisco wireless products (GSM Card),HWIC-3G-GSM,"Cisco Systems, Inc."
1836,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Linksys products (Router),Rxxxxxxxx,"Cisco Systems, Inc."
1837,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Other non-wireless Cisco products,Voice over IP 200 Series analog phone gateway (with accessories),"Cisco Systems, Inc."
1838,Cisco Systems Nigeria Limited,Cisco Systems Nigeria Limited,Other non-wireless Cisco products,VPN 3000 Series Concentrators(with accessories),"Cisco Systems, Inc."
1839,CLEAN LIFE NIG LTD,CLEAN LIFE NIG LTD,4G WIRELESS ROUTER,ZLT-S20,GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO. LTD
1840,CLEAN LIFE NIG LTD,CLEAN LIFE NIG LTD,WIFI MODEM,ZLT M30S,"GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO., LTD"
1841,CLEAN LIFE NIG LTD,CLEAN LIFE NIG LTD,LTE WIRELESS ROUTER,ZLT S50,"GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO., LTD"
1842,CLEAN LIFE NIG LTD,CLEAN LIFE NIG LTD,5G WIRELESS ROUTER,ZLT X20,"GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO., LTD"
1843,CLEAN LIFE NIG LTD,CLEAN LIFE NIG LTD,Lte Wireless Terminal,ZLT P11,"Guangzhou Tozed Kangwei Intelligent Technology Co., LTD"
1844,CLEAN LIFE NIG LTD,CLEAN LIFE NIG LTD,4G Wireless Router,ZLT T30D,"Tozed Kangwei Tech Co., LTD"
1845,CLEAN LIFE NIG LTD,CLEAN LIFE NIG LTD,ZLT T30 Wireless Router,ZLT T30,"Tozed Kangwei Tech Co., Ltd"
1846,Clean Life Nigeria Limited,Clean Life Nigeria Limited,4G Mi-Fi Device,M022,Shanghai Motion Information Technology Co Ltd
1847,Clickatel Nigeria Limited,Clickatel Nigeria Limited,Dell Power Edge 730,Power Edge 730,Dell Inc.
1848,Cloud Interactive Associatives Limited,Cloud Interactive Associatives Limited,Dell Power Edge,R610 | R420,Dell Inc.
1849,Cobranet Limited,Cobranet Limited,2100MHz Terminal,CN28,Beijing Xinwei Telecom Technology Inc.
1850,Cobranet Limited,Cobranet Limited,2100MHz Terminal,CN438W,Beijing Xinwei Telecom Technology Inc.
1851,Cobranet Limited,Cobranet Limited,2100MHz Terminal,CN68,Beijing Xinwei Telecom Technology Inc.
1852,Cobranet Limited,Cobranet Limited,2100MHz Terminals,"CN28, CN438W AND CN68","Chongquin Xinwei Telecom Technology Company Limited, China."
1853,Cobranet Limited,Cobranet Limited,2100MHz Terminal,CN438,"Chongquin Xinwei Telecom Technology Company Limited, China."
1854,Cobranet Limited,Cobranet Limited,2100MHz Base Station,XW5000-21,"Chongquin Xinwei Telecom Technology Company Limited, China."
1855,CODEBASE DERIVATIVES WAREHOUSE LIMITED,Tekelek Electronics (Shenzhen) Limited,ATEX Ultrasonic Head Sensor Unit,TEK 893,Tekelek Electronics (Shenzhen) Limited
1856,Coloserv Limited,Nextivity Incorporation USA,Cel-Fi RS2 Single band,Cel-Fi RS210 WU(indoor unit) & Cel-Fi RS210 CU(outdoor unit),Nextivity Incorporation USA
1857,Comane Services Limited,Alpine Electronics GmbH,Automotive Infotainment System,MGU,Alpine Electronics GmbH
1858,COMANE SERVICES LIMITED,"BH EVS CO., LTD.",WIRELESS POWER CHARGER,WC500HOCI21,"BH EVS CO., LTD."
1859,COMANE SERVICES LIMITED,CONTINENTAL AUTOMOTIVE GMBH,BODY CONTROLLER MODULE BCM37WBL,BCM37WBL,CONTINENTAL AUTOMOTIVE GMBH
1860,Comane Services Limited,Continental Automotive GmbH,Radio Frequency Transmitter-Receiver,HFM401,Continental Automotive GmbH
1861,COMANE SERVICES LIMITED,CONTINENTAL AUTOMOTIVE GMBH,RADIO FREQUENCY BIDIRECTIONAL KEY,PPE1B,CONTINENTAL AUTOMOTIVE GMBH
1862,COMANE SERVICES LIMITED,CONTINENTAL AUTOMOTIVE GMBH,RADIO FREQUENCY BIDIRECTIONAL KEY,PPE1C,CONTINENTAL AUTOMOTIVE GMBH
1863,Comane Services Limited,Continental Automotive GmbH,Radio Frequency Transmitter,MTXN1,Continental Automotive GmbH
1864,COMANE SERVICES LIMITED,DELL INC.,WORKSTATION,D03T (PRECISION 5860 TOWER),DELL INC.
1865,COMANE SERVICES LIMITED,DELL INC.,WORKSTATION,D03T (PRECISION 7865 TOWER),DELL INC.
1866,COMANE SERVICES LIMITED,DELL INC.,WORKSTATION,D05X (PRECISION 7960 TOWER),DELL INC.
1867,COMANE SERVICES LIMITED,DELL INC.,WORKSTATION,D06X (PRECISION 7960 TOWER EXP),DELL INC.
1868,COMANE SERVICES LIMITED,DELL INC.,DESKTOP COMPUTER,D30M (XPS 8960),DELL INC.
1869,COMANE SERVICES LIMITED,DELL INC.,PORTABLE COMPUTER,P105F,DELL INC.
1870,COMANE SERVICES LIMITED,DELL INC.,PORTABLE COMPUTER,P105F (DELL G15 5520),DELL INC.
1871,COMANE SERVICES LIMITED,DELL INC.,PORTABLE COMPUTER,P105F (DELL G15 SPECIAL EDITION 5521),DELL INC.
1872,COMANE SERVICES LIMITED,DELL INC.,PORTABLE COMPUTER,P112F ( VOSTRO 3520),DELL INC.
1873,COMANE SERVICES LIMITED,DELL INC.,PORTABLE COMPUTER,P112F (VOSTRO 3525),DELL INC.
1874,COMANE SERVICES LIMITED,DELL INC.,PORTABLE COMPUTER,P152G (VOSTRO 3420),DELL INC.
1875,COMANE SERVICES LIMITED,DELL INC.,PORTABLE COMPUTER,P152G (VOSTRO 3425),DELL INC.
1876,COMANE SERVICES LIMITED,DENSO CORPORATION,UWB READER (UWBR),WAN00,DENSO CORPORATION
1877,Comane Services Limited,Globalstar Inc.,Satellite Asset Tracker,SmartOne Solar,Globalstar Inc.
1878,COMANE SERVICES LIMITED,"HYUNDAI MOBIS CO., LTD.",CAR INFOTAINMENT SYSTEM,DA451ZZZGX,"HYUNDAI MOBIS CO., LTD."
1879,COMANE SERVICES LIMITED,"HYUNDAI MOBIS CO., LTD.",CAR INFOTAINMENT SYSTEM,DA471ZZZGX,"HYUNDAI MOBIS CO., LTD."
1880,COMANE SERVICES LIMITED,LENOVO PC HK LIMITED,PORTABLE TABLET COMPUTER,TB125FU,LENOVO PC HK LIMITED
1881,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSWFAC81,32LM630BPVB,LG Electronics Inc.
1882,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,43LM6300PVB,LG Electronics Inc.
1883,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,43UM7340PVA,LG Electronics Inc.
1884,Comane Services Limited,LG Electronics Inc.,LG LED TV with RF Module(LGSBWAC92),43UT781H0GA,LG Electronics Inc.
1885,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,43UU660H-GB,LG Electronics Inc.
1886,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,49SM8100PVA,LG Electronics Inc.
1887,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,49UM7310PVD,LG Electronics Inc.
1888,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,49UM7340PVA,LG Electronics Inc.
1889,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,49UU660H-GB,LG Electronics Inc.
1890,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,49UU761H-GA,LG Electronics Inc.
1891,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,50UM7340PVA,LG Electronics Inc.
1892,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,50UM7600PVA,LG Electronics Inc.
1893,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55EU961H-GA,LG Electronics Inc.
1894,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55SM8100PVA,LG Electronics Inc.
1895,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55SM8600PVA,LG Electronics Inc.
1896,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55SM9000PVA,LG Electronics Inc.
1897,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55UM7100PVB,LG Electronics Inc.
1898,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55UM7340PVA,LG Electronics Inc.
1899,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55UM7450PVA,LG Electronics Inc.
1900,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55UM7660PVA,LG Electronics Inc.
1901,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55UU660H-GB,LG Electronics Inc.
1902,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,55UU761H-GA,LG Electronics Inc.
1903,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,60UM7100PVB,LG Electronics Inc.
1904,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,655M8600PVA,LG Electronics Inc.
1905,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65EU961H-GA,LG Electronics Inc.
1906,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65SM8100PVA,LG Electronics Inc.
1907,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65SM9000PVA,LG Electronics Inc.
1908,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65UM7340PVA,LG Electronics Inc.
1909,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65UM7450PVA,LG Electronics Inc.
1910,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65UM7660PVA,LG Electronics Inc.
1911,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65UU761H-GB,LG Electronics Inc.
1912,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,65WU960H-GA,LG Electronics Inc.
1913,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,70UM7380PVA,LG Electronics Inc.
1914,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,75UM7580PVA,LG Electronics Inc.
1915,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,82UM7580PVA,LG Electronics Inc.
1916,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,86UM7580PVA,LG Electronics Inc.
1917,Comane Services Limited,LG Electronics Inc.,Fully Automatic Washing Machine with WLAN Module,F0L2CRV2T2,LG Electronics Inc.
1918,Comane Services Limited,LG Electronics Inc.,Washing Machine with WLAN Module( LCW-003),F0P9CHK2T2,LG Electronics Inc.
1919,Comane Services Limited,LG Electronics Inc.,LG Standing Air Conditioner with LCW-003 Wireless Module,F4NW24MPWY0 | F4NW24MPRY0,LG Electronics Inc.
1920,Comane Services Limited,LG Electronics Inc.,LG Refrigerator with LCW-004 Wireless Module,GC-F401ELDZ | GC-B404ELRZ |,LG Electronics Inc.
1921,Comane Services Limited,LG Electronics Inc.,LG Refrigerator with LCW-004 Wireless Module,GR-X31FTMHL,LG Electronics Inc.
1922,Comane Services Limited,LG Electronics Inc.,Car AV,IGCJ1PME,LG Electronics Inc.
1923,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,OLED55C9PVA,LG Electronics Inc.
1924,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,OLED65C9PVA,LG Electronics Inc.
1925,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,OLED65E9PVA,LG Electronics Inc.
1926,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,OLED77C9PVA,LG Electronics Inc.
1927,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,OLED77C9PVB,LG Electronics Inc.
1928,Comane Services Limited,LG Electronics Inc.,LED TV with Module LGSBWAC92,OLED77W9PVA,LG Electronics Inc.
1929,COMANE SERVICES LIMITED,LG ELECTRONICS INC.,FULLY AUTOMATIC CLOTHES DRYER - LCW-007,RC90V9EV2W,LG ELECTRONICS INC.
1930,COMANE SERVICES LIMITED,LG ELECTRONICS INC.,FULLY AUTOMATIC CLOTHES DRYER - LCW-004,RH90V9PV8N,LG ELECTRONICS INC.
1931,COMANE SERVICES LIMITED,LG ELECTRONICS INC.,FULLY AUTOMATIC CLOTHES DRYER - LCW-007,RH90V9PV8N,LG ELECTRONICS INC.
1932,Comane Services Limited,LG Electronics Inc.,Home Speaker System(BT),RK1D,LG Electronics Inc.
1933,Comane Services Limited,LG Electronics Inc.,Portable Bluetooth Speaker with BT Module BH-BT38M014U05,RK4,LG Electronics Inc.
1934,Comane Services Limited,LG Electronics Inc.,High Power Speaker System (BT),RL3,LG Electronics Inc.
1935,COMANE SERVICES LIMITED,LG ELECTRONICS INDIA PVT. LTD.,CEILING FAN,LCF12P,LG ELECTRONICS INDIA PVT. LTD.
1936,Comane Services Limited,Logitech Far East Ltd,Wireless Dongle,A00095,Logitech Europe S. A
1937,Comane Services Limited,Logitech Far East Ltd,Wireless Mouse,MR0079,Logitech Europe S. A
1938,Comane Services Limited,Logitech Europe S.AF East Ltd.,Wireless Mouse,MR0084,Logitech Europe S. A
1939,Comane Services Limited,Logitech Europe S.A,Remote,RR0017,Logitech Europe S.A
1940,COMANE SERVICES LIMITED,MEDIATEK INC.,1TX 11AX(WIFI6E) BW160   BT/BLE COMBO CARD,MT7902,MEDIATEK INC.
