S/N,APPLICANT NAME,CERTIFICATE HOLDER,EQUIPMENT NAME,MODELS,MANUFACTURER
1,1401 Trading Ltd.,1401 Trading Ltd,Xiaomi Phablet,MiMax(2016001),Xiaomi Communications Co. Ltd
2,3D DIGITAL LTD,SCHNEIDER ELECTRIC,ELECTRIC VEHICLE WALL-MOUNTED AND FLOOR STANDING CHARGING SYSTEM,EVF2S22P04R,SCHNEIDER ELECTRIC
3,3D Digital Technologies,Canon Inc.,Canon Photo Storage,CS100,Canon Inc.
4,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS1264010203 (EOS 6D),Canon Inc.
5,3D Digital Technologies,Canon Inc.,Digital Camera,"DS126411 (EOS 70D),",Canon Inc.
6,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126461 (EOS7D Mark II),Canon Inc.
7,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126481 (EOS 760D(W))DS126481,Canon Inc.
8,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126561 (EOS 1D 1DX Mark II (G)),Canon Inc.
9,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126571 (EOS 750D(W)),Canon Inc.
10,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126591 (EOS 80D(W)),Canon Inc.
11,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126601 (EOS 5D Mark IV (WG)),Canon Inc.
12,3D Digital Technologies,Canon Inc.,Digital Camera,DS126621 (EOS 1300D),Canon Inc.
13,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126631 (EOS 6D MARK II).,Canon Inc.
14,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126651 (EOS 77D),Canon Inc.
15,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126661 (EOS 800D),Canon Inc.
16,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS126671(EOS 200D),Canon Inc.
17,3D Digital Technologies,Canon Inc.,Canon Digital Camera,DS126701(EOS 4000D),Canon Inc.
18,3D Digital Technologies,Canon Inc.,Canon Digital Camera,DS126741( EOS 2000D),Canon Inc.
19,3D Digital Technologies,Canon Inc.,Canon Digital Camera,DS401121,Canon Inc.
20,3D Digital Technologies,Canon Inc.,Speedlite Flash,DS401122 (SPEEDLITE 430 EX III),Canon Inc.
21,3D Digital Technologies,Canon Inc.,Compact Digital Camera,DS401131 (SPEEDLITE 600EX II-RT),Canon Inc.
22,3D Digital Technologies,Canon Inc.,Compact Digital Camera,EOS C100 Mark II,Canon Inc.
23,3D Digital Technologies,Canon Inc.,Laser Beam Printer,F169600 ( i-SENSYS LBP613Cdw),Canon Inc.
24,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F170100 ( i-SENSYS MF633Cdw),Canon Inc.
25,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F170102 ( i-SENSYS MF635Cx),Canon Inc.
26,3D Digital Technologies,Canon Inc.,Laser Beam Printer,F170300 (i-SENSYS LBP653Cdw),Canon Inc.
27,3D Digital Technologies,Canon Inc.,Laser Beam Printer,F170300 (i-SENSYS LBP654Cx),Canon Inc.
28,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F170400 ( i-SENSYS MF732Cdw),Canon Inc.
29,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F170402 ( i-SENSYS MF735Cx),Canon Inc.
30,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F170402 (i-SENSYS MF734Cdw),Canon Inc.
31,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F173400,Canon Inc.
32,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F173402,Canon Inc.
33,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F173500,Canon Inc.
34,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F173800,Canon Inc.
35,3D Digital Technologies,Canon Inc.,Multi-Function Printer,F173802,Canon Inc.
36,3D Digital Technologies,Canon Inc.,Compact Digital Camera,HD Camcorder,Canon Inc.
37,3D Digital Technologies,Canon Inc.,HD Camcorder,ID0060 (XA35),Canon Inc.
38,3D Digital Technologies,Canon Inc.,Canon Digital Camera,PC2328(EOS M50),Canon Inc.
39,3D Digital Technologies,Canon Inc.,Digital Camera with BT/Wi-Fi Module,PC2352 (PowerShot SX740 HS),Canon Inc.
40,3D Digital Technologies,Dell Inc.,Personal Computer,Optiplex 3050 (Personal Computer),Dell Inc.
41,3D Digital Technologies,Dell Inc.,Dell Notebook Computer,P18T,Dell Inc.
42,3D Digital Technologies,Dell Inc.,Dell Notebook Computer,P45G,Dell Inc.
43,3D Digital Technologies,Dell Inc.,Dell Notebook Computer,P46G,Dell Inc.
44,3D Digital Technologies,Dell Inc.,Dell Latitude 7370 Portable Computer,P67G,Dell Inc.
45,3D Digital Technologies,Dell Inc.,"Dell Laptop with Intel 8265NGW, DWRFID 1602, EM7455 Module",P73G(Latitude 7480),Dell Inc.
46,3D Digital Technologies,Dell Inc.,Tablet PC,T03H,Dell Inc.
47,3D Digital Technologies,"Dell, Inc.",Personal Computer,D10U,"Dell, Inc."
48,3D Digital Technologies,"Dell, Inc.",Personal Computer,P28S,"Dell, Inc."
49,3D Digital Technologies,"Dell, Inc.",Personal Computer,W11C,"Dell, Inc."
50,3D Digital Technologies,"Dell, Inc.",Personal Computer,W13C,"Dell, Inc."
51,3D Digital Technologies,"Dell, Inc.",Personal Computer,W14B,"Dell, Inc."
52,3D Digital Technologies,Fujitsu Technology Solution GmbH,Fujitsu Stylistic Tablet PC,Q555,"Fujitsu Tech, Solutions GmbH"
53,3D Digital Technologies,Hirschmann Car Communications GmbH,Wireless Remote Control ( 433MHz),920510A,Hirschmann Car Communication GmbH
54,3D Digital Technologies,Leopold Kostal Gmbh & Co.KG,Automotive Control Unit,kk1,Leopold Kostal Gmbh & Co.KG
55,3D Digital Technologies,Panasonic Corporation,Wireless Module,AJ-WM50G2,Panasonic Corporation
56,3D DIGITAL TECHNOLOGIES,SCHNEIDER ELECTRIC,FAULT PASSAGE INDICATOR SYSTEM,EASERGY G200 (G2SF-866-AZ-I-2Z),SCHNEIDER ELECTRIC
57,3D Digital Technologies,Seiko Epson Corporation,Multi Function Printer,(C621A (L6190),Seiko Epson Corporation
58,3D Digital Technologies,Seiko Epson Corporation,Multi Function Printer,C441D( L1455 Series),Seiko Epson Corporation
59,3D Digital Technologies,Seiko Epson Corporation,Multi Function Printer,C511D (WF-R5690),Seiko Epson Corporation
60,3D Digital Technologies,Seiko Epson Corporation,Multi Function Printer,C522A (WF-C869R),Seiko Epson Corporation
61,3D Digital Technologies,Seiko Epson Corporation,Multi Function Printer,C571A (WF-C17590),Seiko Epson Corporation
62,3D Digital Technologies,Seiko Epson Corporation,Multi Function Printer,C571A (WF-C20590),Seiko Epson Corporation
63,3D Digital Technologies,Seiko Epson Corporation,Multi-Function Printer,C621A (WF - C5710),Seiko Epson Corporation
64,3D Digital Technologies,Seiko Epson Corporation,Multi-Function Printer,C642A(WF-C5790),Seiko Epson Corporation
65,3D Digital Technologies,Seiko Epson Corporation,Multifunction Printer,C642B(WF-M5799),Seiko Epson Corporation
66,3D Digital Technologies,Seiko Epson Corporation,Multi-Function Printer,C644A (WF-C579R),Seiko Epson Corporation
67,3D Digital Technologies,Seiko Epson Corporation,WLAN BT Module,C682A (L14150) & C524A (WF-C878R) with WLAN (J26H006),SEIKO EPSON Corporation
68,3D Digital Technologies,Seiko Epson Corporation,WLAN BT Module,C754B (L15150) & C754D (L15160),SEIKO EPSON Corporation
69,3D Digital Technologies,Seiko Epson Corporation,Wireless Module,DBUB-E207,Seiko Epson Corporation
70,3D Digital Technologies,Seiko Epson Corporation,3D Glasses,ELPGS03,Seiko Epson Corporation
71,3D Digital Technologies,Seiko Epson Corporation,Epson Multi-function Printer(With Wi-Fi and Fax),L655(C531C),Seiko Epson Corporation
72,3D Digital Technologies,Seiko Epson Corporation,WLAN BT Module,WLU5630B-D101 (RoHS),SEIKO EPSON Corporation
73,3D Digital Technologies,Seiko Epson Corporation,Wireless LAN 802.11b/g/n Module,WN7122BEP,Seiko Epson Corporation
74,3D Digital Technologies,Seiko Epson Corporation,Wireless LAN 802.11b/g/n adapter,WN7512BEP(ELPAP07),Seiko Epson Corporation
75,3D Digital Technologies,SEIKO EPSON CORPORATION,802.11b/g/n Adapter,WN7522BEP,SEIKO EPSON CORPORATION
76,3D Digital Technologies,SMK Corporation,Bluetooth Module,BT401,"SMK Corporation, Japan"
77,3D Digital Technologies,SMK Corporation,WLAN Complete Module,VRL4149-0601F,"SMK Corporation, Japan"
78,3D Digital Technologies,TCL Communication Limited,2G GPS Tracker,MK20X,TCL Communication Limited
79,3D Digital Technologies,TCL Communications Limited,MOVEBAND Display,MB20G,TCL Communications Limited
80,3D Digital Technologies,TCL Communications Limited,Tablet PC,"8063, 8085",TCL Communications Limited
81,3D Digital Technologies,TCL Communications Limited,Alcatel Tablet PC,9030Q,TCL Communications Limited
82,3D Digital Technologies,TCL Communications Limited,Link Key,"IK40VD, IK40V",TCL Communications Limited
83,3D Digital Technologies,TCL Communications Limited,LTE Keyboard,LKB001X,TCL Communications Limited
84,3D Digital Technologies,TCL Communications Limited,MOVEBAND,"MB10,",TCL Communications Limited
85,3D Digital Technologies,TCL Communications Limited,Mobile Wi-Fi Router,"MW40V, MW40VD",TCL Communications Limited
86,3D Digital Technologies,TCL Communications Limited,MOVETIME Track & Talk watch,SW10,TCL Communications Limited
87,3D Digital Technologies,TCL Communications Technology Holdings Ltd,Alcatel Movetime Wi-Fi Watch,MT10G,TCL Communications Technology Holdings Ltd
88,3D Digital Technologies,"Wacom Co., Ltd",Digital Notepad,"CDS-610, CDS-810","Wacom Co., Ltd"
89,3D Digital Technologies,Yanfeng Visteon Automotive Electronics Co. Ltd,Car Radio with Bluetooth Module,R015,Yanfeng Visteon Automotive Electronics Co. Ltd
90,3D Digital Technologies,Yanfeng Visteon Automative Electronics,MB Audio System,VS30,Yanfeng Visteon Automotive Electronics Co. Ltd
91,3D Digital Technologies Limited,"Fujian Newland Payment Technology Co., LTd",POS Terminal with GSM Module,N910,"Fujian Newland Payment Technology Co., LTd"
92,3D Digital Technologies Limited,IntegenX (Part of Thermo Fisher Scientific),Human DNA Identification System,RapidHIT ID,IntegenX (Part of Thermo Fisher Scientific)
93,3D Digital Technologies Limited,Ribbon Communications Inc.,Unified Communication Exchange,"Ribbon SBC 1000, Ribbon SBC 2000",Ribbon Communications Inc.
94,3D Digital Technologies Limited,Seiko Epson Corporation,Multipurpose Printer (Seiko Epson),(C622A ï¿½ï¿½,Seiko Epson Corporation
95,3D DIGITAL TECHNOLOGIES LIMITED,SEIKO EPSON CORPORATION,MULTI-FUNCTION PRINTER,C731A (WF-C879R),SEIKO EPSON CORPORATION
96,3D DIGITAL TECHNOLOGIES LIMITED,SEIKO EPSON CORPORATION,MULTI-FUNCTION PRINTER,C762B (L6550),SEIKO EPSON CORPORATION
97,3D DIGITAL TECHNOLOGIES LIMITED,SEIKO EPSON CORPORATION,MULTI-FUNCTION PRINTER,C762D (L6570),SEIKO EPSON CORPORATION
98,3D DIGITAL TECHNOLOGIES LIMITED,SEIKO EPSON CORPORATION,MULTI-FUNCTION PRINTER,C762D (L6580),SEIKO EPSON CORPORATION
99,3D Digital Technologies Limited,Seiko Epson Corporation,Multi-Function Printer,"Epson C662B (M3170), Epson C662B (M3180), Epson C662A (M3140)",Seiko Epson Corporation
100,3D Digital Technologies Limited,Seiko Epson Corporation,FAX Module,EU-237,Seiko Epson Corporation
101,3D Digital Technologies Limited,Seiko Epson Corporation,Wireless Network Adaptor,WN8111BEP,Seiko Epson Corporation
102,3D Digital Technologies Limited,3D Digital Technologies,Car Radio with Bluetooth Module,R013-CMFB,"Yanfeng Visteon Automotive Electronics Co. Ltd,"
103,3M Minnesota Mining & Manufacturing Nig Ltd,"3M Company, Texas, USA",3M Toll RFID Reader 5100,ID5100-0010-ETSI,"3M Company, Texas, USA"
104,3R REVENUE ASSURANCE SOLUTIONS LIMITED,Dell Inc.,HPE ARUBA 2930F SWITCH,Aruba 2930F 48G 4SFP Switch,Hewlett Packard Enterprise Company
105,3R REVENUE ASSURANCE SOLUTIONS LIMITED,Dell Inc.,Dell EMC NETWORKING S4100-ON,E20W,Dell Inc.
106,3R REVENUE ASSURANCE SOLUTIONS LIMITED,Dell Inc.,Dell EMC PowerStore 3000 T,WRNDPE1,Dell Inc.
107,3R REVENUE ASSURANCE SOLUTIONS LIMITED,Dell Inc.,DELL EMC PowerEdge R650,E69S,Dell Inc.
108,3R REVENUE ASSURANCE SOLUTIONS LIMITED,Dell Inc.,DELL EMC PowerEdge R750,E70S,Dell Inc.
109,5M GLOBAL LLC,DELL INC.,DOCKING ACCESSORY,K21A (HD22Q),DELL INC.
110,5M GLOBAL LLC,"RIBBON COMMUNICATION, INC.",SESSION BORDER CONTROLLER,SBC7000,"RIBBON COMMUNICATION, INC."
111,5M Global LLC,5M Global LLC,WPOS Intelligent Business Terminal,WPOS-3,"Beijing Wiseasy Technology Co., Ltd"
112,5M Global LLC,Medtronic Inc.,Implantable medical device,8637-20,Medtronic Inc.
113,5M Global LLC,Medtronic Inc.,Implantable medical device,8637-40,Medtronic Inc.
114,5M Global LLC,Medtronic Inc.,Handheld Communicator,TM90,Medtronic Inc.
115,5M Global LLC,5M Global LLC,Samsung Galaxy Tab S5e,SM-T720,"Samsung Electronics Co., Ltd"
116,5M GLOBAL LLC,5M GLOBAL LLC,5M GLOBAL LLC,5M GLOBAL LLC,5M GLOBAL LLC
117,5M GLOBAL LLC,Infinera Corporation,Digital Optical Network Equipment,G42,Infinera Corporation
118,5M GLOBAL LLC,Infinera Corporation,XTM Series – EMXP XH800 Packet Optical Transport Switch,TM-EMXP-XH800/DC,Infinera Corporation
119,5M GLOBAL LLC,OMA Emirates Gen Tr Co LLC.,Smart POS Terminal,OM-A880,OMA Emirates Gen Tr Co LLC.
120,5M GLOBAL LLC,"SHENZHEN ALONG ELECTRONIC CO., LTD.",Tablet,CT7,"SHENZHEN ALONG ELECTRONIC CO., LTD."
121,5M GLOBALLLC,TCL Communication Ltd,Con-pass CAC(Bluetooth Module),ACXA73- 3591,Panasonic Corporation
122,5M GLOBALLLC,TCL Communication Ltd,Mobile WiFi,MW45V,TCL Communication Ltd
123,7 Layers AG,7 Layers AG,Bluetooth Module,Sync,Ford Sinn GnbH
124,7 Layers AG,S1NN GmbH & Co. KG,Bluetooth Transceiver,SYNC GEN1,7 Layers
125,7 Layers AG,"Alpine Electronic, Inc",Bluetooth Moule for Audio Head Unit for Volvo and Jaguar Cars,IAM2.1 BT PWB EU3,"Alpine Electronics, Inc"
126,7 Layers AG,7 Layers AG,Continental Bluetooth Module,BPM(B),CAS UK Ltd
127,7 Layers AG,7 Layers AG,Continental Bluetooth Module,SYNC_EPHNA,"Continental Automotive Systems , USA."
128,7 Layers AG,7 Layers AG,Car Comfort System,SYNC_EPHNA BMW TCU 1.5 ECE,Continental Automotive
129,7 Layers AG,Continental Automotive GmbH,Bluetooth Module for BMW Car Radio,Combox,Continental Automotive GmbH
130,7 Layers AG,7 Layers AG,Blutooth car kit,MIB Entry Radio,Continental Automotive GmbH
131,7 Layers AG,Continental Automotive GmbH,Keyless Entry System with RF Transceiver,Forbik RF Transceiver (S180227006),Continental Automotive GmbH
132,7 Layers AG,Continental Automotive GmbH,Keyless Entry System with RF Transceiver,KIN Start/Stop Button (A2C91227100),Continental Automotive GmbH
133,7 Layers AG,Continental Automotive GmbH,Keyless Entry System with RF Transceiver,RFHM Control Unit (S180222004,Continental Automotive GmbH
134,7 Layers AG,Flextronics International Germany Gmbh,Bluetooth Trnsceiver for Car Audio System (Ford),SCM,Flextronics International Germany Gmbh
135,7 Layers AG,7 Layers AG,Bluetooth Module,Sync Module,Flextronics International GmbH
136,7 Layers AG,HARMAN Automotive Electronic Systems (Suzhou) Co. Ltd,Bluetooth Head Unit,BE L002,HARMAN Automotive Electronic Systems (Suzhou) Co. Ltd
137,7 Layers AG,HARMAN Automotive Electronic Systems (Suzhou) Co. Ltd,Bluetooth Head Unit,NLI- HU,HARMAN Automotive Electronic Systems (Suzhou) Co. Ltd
138,7 Layers AG,Harman Becker Automotive Systems GmbH,Bluetooth and Wireless LAN Module for Audi Car Audio System,MMI3G,Harman Becker Automotive Systems GmbH
139,7 Layers AG,Harman Becker Automotive Systems GmbH,Car Infotainment system,NBT,Harman Becker Automotive Systems GmbH
140,7 Layers AG,Harman Becker Automotive Systems GmbH,Head Unit with Bluetooth and WLAN Technology,EN1H,Harman/ Becker Automotive Systems GmbH
141,7 Layers AG,Huf Hulsbeck & Furst GmbH & Co. KG,DAG Key Gen. 6(RKE),HS1,Huf Hulsbeck & Furst GmbH & Co KG
142,7 Layers AG,7 Layers AG,Vehicle Diagnostic Interface,ICOM,I   ME ACTIA GmbH
143,7 Layers AG,Magneti Marelli S.p.A,Magneti Marelli WLAN & Bluetooth Car Kit,EN1,Magneti Marelli S.p.A Electronics/Harman & Becker Automative Systems GmbH
144,7 Layers AG,Magneti Marelli S.p.A. / Harman Becker Automotive Systems GmbH,Head Unit with Bluetooth and GPS Technology,EN2,Magneti Marelli S.p.A. / Harman Becker Automotive Systems GmbH
145,7 Layers AG,7 Layers AG,Blutooth Head Unit,NR-172,Mitsubishi Electric Corporation
146,7 Layers AG,Mitsubishi,Car Multimedia System,NR-207,Mitsubishi Electric Corporation
147,7 Layers AG,Mitsubishi Electric Corporation,"Head Unit High ECE Changer, Head Unit High ECE Single","NR-212-6E, NR-212-1E","Mitsubishi Electric, Europe"
148,7 Layers AG,7 Layers AG,Bluetooth Module,Head Unit W221/C216 MOPF,"Motorola, USA."
149,7 Layers AG,NOVERO GMBH,Telematic System,HT-5,Novero GmbH
150,7 Layers AG,NOVERO GMBH,Bluetooth (BTH) car kit,RX-42,NOVERO GMBH
151,7 Layers AG,Robert Bosch Car Multimedia GmbH,"Human Machine Interface(HMI) with BT, WLAN, GPS",NG 2.5 HMI,Robert Bosch Car Multimedia GmbH
152,7 Layers AG,S1nn GmbH & Co. KG,Rear Seat Entertainment System for Porsche,PRSE,S1nn GmbH & Co. KG
153,7 Layers AG,S1nn GmbH & Co. KG,Bluetooth Transceiver,UHV,S1nn GmbH & Co. KG
154,7 Layers AG,S1NN GmbH & Co. KG,VW Bluetooth Car Kit,UMI,S1NN GmbH & Co. KG
155,7 Layers AG,7 Layers AG,Siemens Bluetooth,BTCoMB,"Siemens AG, Germany"
156,7 Layers AG,Trible Navigation Limited,500 Radio Equipments,"CAT522, CAT523",Trimble Navigations LTD
157,7 Layers AG,7 Layers AG,Bluetooth Car Kit,VBTHF GEN.3.1,Visteon Corporation
158,7 Layers AG,Zelitron SA,GSM Module,ZLT-CC-21,Zelitron SA
159,7 Layers GmbH,ADC Automotive Distance Control Systems GmbH / Production: Conti Temic microelectronic GmbH,24 GHz Blind-Spot Radar Sensor/ BlindSpot Monitoring System,SRR2-A,ADC Automotive Distance Control Systems GmbH / Production: Conti Temic microelectronic GmbH
160,7 Layers GmbH,"Alpine Electronics, Inc.",Automotive Infotainment System,MMXF Online,"Alpine Electronics Manufacturing of Europe, Ltd"
161,7 Layers GmbH,Continental Automotive GmbH,Electronic Control Unit,MARS Keyless,Continental Automotive GmbH
162,7 Layers GmbH,Continental Automotive GmbH,Bluetooth Car Audio,VP2Refresh,Continental Automotive GmbH
163,7 Layers GmbH,Delphi Deutschland GmbH,Audi Automotive OEM Multimedia Entertainment Unit,MIB HS,Delphi Deutschland GmbH
164,7 Layers GmbH,Delphi Deutschland GmbH,VW Head Unit with Bluetooth Technology,MIB2 STD,Delphi Deutschland GmbH
165,7 Layers GmbH,Huf Hulsbeck & Furst GmbH & Co. KG,Door Handle with NFC Transmitter,Huf14632,Huf Hulsbeck & Furst GmbH & Co. KG
166,7 Layers GmbH,"JET Optoelectronics Co, Ltd",Audi Entertainment Mobile,RSE III,"JET Optoelectronics Co, Ltd"
167,7 Layers GmbH,"JET Optoelectronics Co, Ltd",Audi Entertainment Mobile,RSE III C&G,"JET Optoelectronics Co, Ltd"
168,7 Layers GmbH,Kathrein Automotive GmbH & Co. KG,Radio Frequency Transceiver,RKE213E1,Kathrein Automotive GmbH & Co. KG
169,7 Layers GmbH,Laird Dabendorf GmbH,Multi Band Compenser,LTE-MBC-EU,Laird Dabendorf GmbH
170,7 Layers GmbH,Magneti Marelli S.p.A,"BMW Head Unit(with Bluetooth, WLAN & GPS)",EE0001,Magneti Marelli S.p.A
171,7 Layers GmbH,Magneti Marelli S.p.A,BMW Head Unit(with Bluetooth),EE0002,Magneti Marelli S.p.A
172,7 Layers GmbH,Magneti Marelli S.p.A,"Head Unit with Bluetooth Technology, WLAN, & GPS)",GRG2501,Magneti Marelli S.p.A
173,7 Layers GmbH,PIONEER CORPORATION,Pioneer Car Audio With Bluetooth,PVH-3578,PIONEER CORPORATION
174,7 Layers GmbH,PIONEER CORPORATION,Pioneer Car Audio With Bluetooth,PVX-4078,PIONEER CORPORATION
175,7 Layers GmbH,Robert Bosch Multimedia GmbH,Bosch Multimedia Device with Bluetooth for PSA Vehicles,PSA RCC A1,Robert Bosch Multimedia GmbH
176,7 Layers GmbH,Robert Bosch Multimedia GmbH,Bosch Multimedia Device with Bluetooth for PSA Vehicles,PSA RCC A2,Robert Bosch Multimedia GmbH
177,7 Layers GmbH,Robert Bosch Multimedia GmbH,Bosch Multimedia Device with Bluetooth and WLAN for PSA Vehicles,PSA RCC A1,Robert Bosch Multimedia GmbH
178,7 Layers GmbH,Robert Bosch Multimedia GmbH,Bosch Multimedia Device with Bluetooth and WLAN for PSA Vehicles,PSA RCC A2,Robert Bosch Multimedia GmbH
179,7 Layers GmbH,S1nn GmbH & Co. KG,Control Unit for Bugatti Vehicles,B ADR,S1nn GmbH & Co. KG
180,7 Layers GmbH,TechniSat Digital GmbH,Head Unit with Bluetooth Technology,MIB STD2,TechniSat Digital GmbH
181,7 Layers GmbH,VISTEON Electronics Germany GmbH,VW Car Radio Device with BT,"VW MIB2 STD  (with two variants PQ & MQB), VW MIB2 Entry",VISTEON Electronics Germany GmbH
182,A.C. RYAN Nigeria Limited,A.C. RYAN Nigeria Limited,A.C.Ryan Tab 9.7 Tablets--Wi-Fi Based,ACR-CT97710,A.C RYAN Asia Pacific Pte Ltd
183,A.C. RYAN Nigeria Limited,A.C. RYAN Nigeria Limited,Veolo Smart Hub,ACR-EV91200,A.C RYAN Asia Pacific Pte Ltd
184,A.C. RYAN Nigeria Limited,A.C. RYAN Nigeria Limited,A.C.Ryan Tab 7 Tablets--Wi-Fi Based,ACR-VT97100,A.C RYAN Asia Pacific Pte Ltd
185,A.C. RYAN Nigeria Limited,A.C. RYAN Nigeria Limited,A.C.Ryan Tab 7G Tablets--GSM Dual SIM,ACR-VT97200,A.C RYAN Asia Pacific Pte Ltd
186,A3 & O Wireless Limited,A3 & O Wireless Limited,Industrial Computer,NGP-410,BARCO NV
187,ACCAT Nigeria Ltd,ACCAT Nigeria Ltd,Digital Microwave Radio,Codan 8800,"Codan PTY, Australia"
188,Adedeji Oseni c/o Technae Nigeria Limited,Technae Nigeria Limited,Mipad Tablet,A0101,Xiaomi Communications Co. Ltd
189,AFRICA MOBILE NETWORKS COMMUNICATION LIMITED,AFRICA MOBILE NETWORKS COMMUNICATION LIMITED,SMALL CELL RADIO NODE,ARN -900,AFRICA MOBILE NETWORKS LIMITED
190,African Prepaid Services Nigeria Limited,African Prepaid Services Nigeria Limited,Gemalto Voucher Vending Machine,M3 & X8,Gemalto S.A. France
191,African Prepaid Services Nigeria Limited,African Prepaid Services Nigeria Limited,iCON505HSUPA USM Modem,Gi0505,Option NV Belgium
192,Afrifone Limited,Afrifone Limited,Afrione Mobile Tablet,Transfomer 2 in 1,Afrifone Limited
193,Agilent Wireless Limited,Agilent Wireless Limited,Axesstel MV400 EVDO Rev. A Wireless/Wifi Gateway,MV430R,Axesstel Inc.
194,Agilent Wireless Limited,Agilent Wireless Limited,EVDO Rev. A WiFi Router,SEC 8089,Epivalley Company Limited
195,Agilent Wireless Limited,Agilent Wireless Limited,EVDO Rev. A WiFi Router,SEC 8189,Epivalley Company Limited
196,Agilent Wireless Limited,Agilent Wireless Limited,Skyspeed Fixed Wireless Phone,FX - 806P,Skyspeed
197,Agilent Wireless Limited,Agilent Wireless Limited,Vertex EvDo Rev. A Hotspot Modem,WV340,"Vertex Wireless Ltd, Korea."
198,Aglient Wireless,GenieNG Communications Limited,Radar Dual Mode GSM and CDMA Mobile Phone,R806C,Shenzheng Fadar Communication Equipment Company Limited
199,Aglient Wireless,GenieNG Communications Limited,Radar Dual Mode GSM and CDMA Mobile Phone,R827C,Shenzheng Fadar Communication Equipment Company Limited
200,AIRBAND WIRELESS LTD,AIRBAND WIRELESS,ARRIS Wireless Gateway,TG862S,Commscope Inc
201,AIRTEL NETWORKS LIMITED,AIRTEL NETWORK LIMITED,INDOOR WIFI AP,UR400,ASIATELCO
202,AIRTEL NETWORKS LIMITED,AIRTEL NETWORK LIMITED,OUTDOOR CPE,AOL-J7305,ASIATELCO TECHNOLOGIES CO.
203,AIRTEL NETWORKS LIMITED,AIRTEL NETWORK LIMITED,USB MODEM,ZLT M30,GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO. LTD
204,AIRTEL NETWORKS LIMITED,AIRTEL NETWORK LIMITED,LTE WIRELESS ROUTER,ZLT S25,GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO. LTD
205,AIRTEL NETWORKS LIMITED,AIRTEL NETWORK LIMITED,ONEWEB USER SATELLITE TERMINAL,OW70L-DAC,"INTELLIAN TECHNOLOGIES, INC."
206,Airtel Networks Limited,VIDA Resources PTE LTD,VIDA LTE Router,VIDA CPE 2000 Router,VIDA Resources PTE LTD
207,Airtel Networks Limited,VIDA Resources PTE LTD,Mi-Fi Router,Vida M2,VIDA Resources PTE LTD
208,Airtel Networks Limited,AIRTEL NETWORK LIMITED,5G Wireless Router,TOZED ZLT X25 PRO,GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO. LTD
209,Airtel Networks Limited,Airtel Networks Limited,Ow50sl-dac,OW50SL-Dac,Intellian
210,Airtel Networks Limited,AIRTEL NETWORK LIMITED,LTE WIRELESS ROUTER,D350,ASIATELCO TECHNOLOGIES CO.
211,Airtel Networks Limited,AIRTEL NETWORK LIMITED,4G Wireless Router,T350,NAVTECH PTE LIMITED
212,Airtel Networks Limited,AIRTEL NETWORK LIMITED,5G Wireless Router,TOZED ZLT X25 A,GUANGZHOU TOZED KANGWEI INTELLIGENT TECHNOLOGY CO. LTD
213,Airtel Networks Limited,AIRTEL NETWORK LIMITED,Airtel Marc 4 Pocket MiFi,Airtel Marc 4,NAVTECH PTE LIMITED
214,Airtel Nigeria Limited,Airtel Nigeria Limited,Airtel Wireless Router,VIDA M4 LTE,Vida Technologies PTE Ltd
215,Airtel Nigeria Ltd,Airtel Nigeria Ltd,LTE Router,VIDA M1 LTE Router,"VIDA Resources PTE, LTD"
216,ALCATEL,ALCATEL,ALCATEL,525,ALCATEL
217,ALCATEL,ALCATEL,ALCATEL,OT 302,ALCATEL
218,ALCATEL,ALCATEL,ALCATEL,OT 511,ALCATEL
219,ALCATEL,ALCATEL,ALCATEL,OT 520,ALCATEL
220,ALCATEL,ALCATEL,ALCATEL,OT 535,ALCATEL
221,Alcatel Nigeria Limited,Alcatel Nigeria Limited,Evolium 9130 BSC/MFS,Evolium 9130,"Alcatel, France"
222,Alcatel Nigeria Limited,Alcatel Nigeria Limited,Evolium 9100 Base Station,Evolium 9100,"Alcatel, France"
